case,pv01,dv01_01,dv01_02,pv04_01,pv27,pv05,pv06_01,pv07_01,pv32_01,pv09,pv09_01,pv09_02,sd37,sd37_01,sd37_02,pv10,pv31,pv26,pv17,pv24,pv30,pv11_01,pv12,pv13_01,pv35,pv34,pv28,sd01,sd25_01,sd09_01,sd10,sd10_09,sd12,sd12_01,sd12_02,sd12_03,sd12_04,sd12_05,sd12_06,sd12_07,sd12_08,sd12_09,sd12_14,sd12_13,sd12_13a,sd14,sd14_10,sd17_01,sd40_01,sd21,sd21_10,sd30,sd50,sd50_01,sd50_02,sd47,sd47_01,sd47_02,sd45,sd45_01,sd45_02,sd36,sd36_01,sd36_02,sd52,sd52_01,sd52_02,sd49,sd49_01,sd49_02,sd44,sd44_01,sd44_02,sd41_16_cn,sd41_16_1,sd41_16_2,sd41_16_3,sd41_16_4,sd41_16_5,sd41_17_cn,sd41_17_1,sd41_17_2,sd41_17_3,sd41_17_4,sd41_17_5,sd41_12_cn,sd41_12_1,sd41_12_2,sd41_12_3,sd41_12_4,sd41_12_5,sd41_13_cn,sd41_13_1,sd41_13_2,sd41_13_3,sd41_13_4,sd41_13_5,sd41_07_cn,sd41_07_1,sd41_07_2,sd41_07_3,sd41_07_4,sd41_07_5,sd41_18_cn,sd41_18_1,sd41_18_2,sd41_18_3,sd41_18_4,sd41_18_5,sd41_15_cn,sd41_15_1,sd41_15_2,sd41_15_3,sd41_15_4,sd41_15_5,sd41_06_cn,sd41_06_1,sd41_06_2,sd41_06_3,sd41_06_4,sd41_06_5,sd41_11_cn,sd41_11_1,sd41_11_2,sd41_11_3,sd41_11_4,sd41_11_5,sd41_04_cn,sd41_04_1,sd41_04_2,sd41_04_3,sd41_04_4,sd41_04_5,sd41_03_cn,sd41_03_1,sd41_03_2,sd41_03_3,sd41_03_4,sd41_03_5,sd41_05_cn,sd41_05_1,sd41_05_2,sd41_05_3,sd41_05_4,sd41_05_5,sd41_10_cn,sd41_10_1,sd41_10_2,sd41_10_3,sd41_10_4,sd41_10_5,sd41_09_cn,sd41_09_1,sd41_09_2,sd41_09_3,sd41_09_4,sd41_09_5,sd43_16_cn,sd43_16_1,sd43_16_2,sd43_16_3,sd43_17_cn,sd43_17_1,sd43_17_2,sd43_17_3,sd43_12_cn,sd43_12_1,sd43_12_2,sd43_12_3,sd43_13_cn,sd43_13_1,sd43_13_2,sd43_13_3,sd43_07_cn,sd43_07_1,sd43_07_2,sd43_07_3,sd43_18_cn,sd43_18_1,sd43_18_2,sd43_18_3,sd43_15_cn,sd43_15_1,sd43_15_2,sd43_15_3,sd43_06_cn,sd43_06_1,sd43_06_2,sd43_06_3,sd43_11_cn,sd43_11_1,sd43_11_2,sd43_11_3,sd43_04_cn,sd43_04_1,sd43_04_2,sd43_04_3,sd43_03_cn,sd43_03_1,sd43_03_2,sd43_03_3,sd43_05_cn,sd43_05_1,sd43_05_2,sd43_05_3,sd43_10_cn,sd43_10_1,sd43_10_2,sd43_10_3,sd43_09_cn,sd43_09_1,sd43_09_2,sd43_09_3,sd39,sd38,sd51,sd48,sd46,sd54_01,ta02,ta03_count,ta03_1,ta03_2,ta03_3,ta03_4,ta03_5,ta03_6,ta03_7,ta03_8,ta03_9,ta03_10,ta03_11,ta03_12,ta03_13,ta03_14,ta03_15,ta03_16,ta03_17,ta03_18,ta03_19,ta03_20,ta03_21,ta03_22,ta03_23,ta03_24,ta04_count,ta04_1,ta04_2,ta04_3,ta04_4,ta04_5,ta04_6,ta04_7,ta04_8,ta04_9,ta04_10,ta04_11,ta04_12,ta04_13,ta04_14,ta04_15,ta04_16,ta04_17,ta04_18,ta04_19,ta04_20,ta04_21,ta04_22,ta04_23,ta04_24,ta05_01,ta06_01,ta07_01,ta08_01,ta09_01,age,protrans_att,protrans_attex,pronuke_att,num_charg,sizeclas,school,isced11,nuts2,nuts3,flatsize,hh_size,num_chld,hh_inc,size_pp,pv_year,fit,pv_pow,pv_cost,pv_gen23,pv_fin23,pv_fin23eur,pv_gen22,pv_fin22,pv_fin22eur,pv_purc,pv_purceur,pvfi_23,pvfi_22,no_purc,no_purceur,elcpur23_pv,elcpur23_non,elcpur23,pvsc_23,pvsc_22,raus,outlier,filter,tv,dish,wash,dryer,pc,oven,freezer,heater,ebike,ecar,aircon,sauna,pool,fridge,,ta08_01_korr
1807,1,5,6,"1,5",2,24,8500,1500, ,2, ,20,2, ,350,2,2,2, ,8,3, , , ,2, , ,2,1964,   75179,7, ,1,1,1,1,1,1,1,1,2,1,1,1, ,4, ,3500,120,2, ,0,2, ,750, , , , , , ,2, ,800,2, ,1350, , , , , , ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2, , ,8,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,120,69,10,59,"2,5","2,38461538461538",2,7,1,5,7,75,751,120,2, ,3500,60,2022,"7,23","1,5",8500,1500, ,20, , , , ,350,"276,625172890733", , , ,"756,42965204236", ,"756,42965204236","1223,37482710927", ,0, , ,2,2,2,2,2,2,2,2,2,2,2,1,1,2,,68
1906,1,7,7,"1,5",1,19, ,2500, ,2, ,400,2, ,444,2,2,1, ,8,22, , , ,1, , ,2,1986,   22309,7, ,1,1,1,1,1,1,1,2,1,1,1,1, ,6, ,74512,150,2, ,0,2, ,44, , , , , , , , , ,2, ,44, , , , , , ,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2, , ,6,23,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,44,49,0,37,3,3,3,1,1,4,6,22,223,150,2, ,74512,75,2017,"12,2","1,5", ,2500, ,400, , , , ,444,"3278,68852459016", , , ,"959,585044305165", ,"959,585044305165","-778,688524590164", ,0, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,48
1977,1,8,9,"1,2",2,25,20500,1234, ,1,2341, ,1,1243, ,1,2,2,5,11,4,"2,3",15,5432,2, ,2,1,2001,    1069,7, ,1,1,2,1,1,1,1,1,1,1,1,1, ,3, ,3000,550,4, ,0,1,3113, , , , , , , ,1,2221, ,1,2312, , , , , , , ,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1, , ,6,5,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,5,3,35,64,50,22,"3,2","3,07692307692308","3,5",8,1,3,3,10,106,550,4, ,3000,"137,5",2023,"8,2","1,2",20500,1234,2341, , , , ,1243, ,2341, , , ,1243, ,1243,-1107, ,0, , ,1,2,2,2,2,2,1,2,2,2,2,2,2,2,,63
2027,1,6,6,1200,2,24,30000,1100, ,1,0, ,2, ,1500,1,2,2,10,22,8, ,13, ,3, ,1,2,1973,   99089,7, ,2,1,1,1,1,1,1,1,2,2,1,1, ,4, ,15000,180,2, ,0,2, ,1800, , , , , , , , , ,2, ,1000, , , , , , ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2, , ,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1, , , ,-9, ,50,3,3,3,5,1200,6,8,99,990,180,2, ,15000,90,2022,"7,23","1,2",30000,1100,0, , , , , ,1500,0, , , ,"3241,84136589583", ,"3241,84136589583",1100, ,0, , ,2,2,2,2,2,2,2,1,2,2,2,2,2,2,,
2079,1,1,1,"1,2",2,24,5500,10200, ,2, ,250,2, ,350,2,2,3, ,10,6, , , ,2, , ,2,1977,   74348,4, ,1,1,1,1,1,2,1,1,1,1,1,1, ,4, ,5000,500,5, ,3,2, ,550, , , , , , , , , ,2, ,0, , , , , , ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2, , ,6,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,3,60,-1,0,46,"4,1","3,84615384615385",4,6,1,2,6,74,743,500,5,3,5000,100,2022,"7,23","1,2",5500,10200, ,250, , , , ,350,"3457,81466113416", , , ,"756,42965204236", ,"756,42965204236","6742,18533886584", ,0, , ,2,2,2,2,2,2,2,1,1,2,1,1,2,2,,
2188,1,7,4,10,2,23,13000,1150, ,1,300, ,1,500, ,2,2,3, ,12,10, , , ,2, , ,2,2003,   63454,7, ,1,2,1,1,1,1,1,1,1,1,1,1, ,3, ,5000,140,4, ,1,1,1400, , , , , , , ,2, , ,1,1400, , , , , , , ,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,0,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,-8, , ,6,24,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,62,16,30,20,"2,6","2,61538461538462",2,2,10,3,3,63,634,140,4,1,5000,35,2021,"7,53",10,13000,1150,300, , , , ,500, ,300, , , ,500, ,500,850, ,0, , ,2,2,1,1,1,2,2,1,2,2,1,2,1,2,,15
2208,1,8,6,"1,8",2,22,35000,1000, ,2, ,200,1,4000, ,1,2,3,11,11,8,2,12,10000,2, ,2,2,1968,   40699,7, ,1,1,1,1,1,1,1,1,2,1,1,1, ,4, ,6000,120,4, ,3,1,4500, , , , , , , ,2, ,1000,2, ,4000, , , , , , ,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,0,1,1,1,1,1,0,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,-8, , ,9,2,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,60,19,15,55,"3,1",3,3,5,1,5,7,40,406,120,4,3,6000,30,2020,"9,1","1,8",35000,1000, ,200, , , ,4000, ,"2197,8021978022", , , ,4000, ,4000,"-1197,8021978022", ,0, , ,2,2,2,1,1,2,2,1,1,2,1,1,1,1,,18
2222,1,6,7,2,2,23,10000,2000, ,2, ,300,1,2000, ,1,2,2,5,5,6,10,13,900,3, ,1,2,1984,     227,6, ,1,1,1,1,1,1,1,1,2,1,1,1, ,4, ,60000,200,4, ,2,1,4500, , , , , , , , , , ,2, ,300, , , , , , ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2, , ,5,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,4,50,91,0,39,"3,7","3,61538461538462",3,5,2,5,7,22,227,200,4,2,60000,50,2021,"7,53",2,10000,2000, ,300, , , ,2000, ,"3984,06374501992", , , ,2000, ,2000,"-1984,06374501992", ,0, , ,2,2,2,2,2,2,2,2,2,2,2,1,1,2,,90
2223,1,8,8,"1,25",2,25,2000,5000, ,2, ,130,2, ,150,1,2,5,9,9,6,"1,5",15,2000,2, ,2,2,1998,   35315,7, ,1,1,1,1,1,1,1,2,1,1,1,1, ,6, ,15000,370,3, ,0,2, ,100, , , , , , , , , ,2, ,100, , , , , , ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,-8, , ,6,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,65,23,25,25,"3,5","3,38461538461538","3,5",7,1,4,6,35,353,370,3, ,15000,"123,333333333333",2023,"8,2","1,25",2000,5000, ,130, , , , ,150,"1585,36585365854", , , ,"324,184136589583", ,"324,184136589583","3414,63414634146", ,0, , ,2,2,2,2,2,1,2,2,2,2,1,1,1,2,,22
2234,1,7,8, ,1,25,20000, , ,-9, , ,-9, , ,1,2,3,10,20,1, ,15, ,1, ,1,1,1975,   69168,7, ,1,1,1,1,2,1,1,1,1,1,1,1, ,4, , ,140,3, ,1,-9, , , , , , , , , , , ,-9, , , , , , , , ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,-8, , ,5,5,13,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,",01",1, ,52,100,48,"4,1","4,07692307692308","4,5",8, ,3,4,69,691,140,3,1, ,"46,6666666666667",2023,"8,2", ,20000, , , , , , , , , , , , , , , , , ,0, , ,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,51
2258,1,6,6,"1,2",2,22,10000,1000, ,1,1000, ,1,1000, ,1,2,1,3,10,10,"1,2",14,1000,2, ,1,1,1996,    7122,7, ,1,1,1,1,1,1,1,1,2,1,1,1, ,4, ,2000,100,1, ,0,1,1000, , , , , , , ,1,1000, ,1,1000, , , , , , , ,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1, , ,6,25,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,"1,2","1,2",50,28,12,27,3,3,3,3,1,5,7,71,712,100,1, ,2000,100,2020,"9,1","1,2",10000,1000,1000, , , , ,1000, ,1000, , , ,1000, ,1000,0, ,0, , ,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,27
2283,1,4,5,"2,2",1,13,10000,800, ,2, ,46,2, ,22,2,2,2, ,10,2, , , ,1, , ,1,1983,     241,6, ,1,1,1,2,1,1,1,1,1,1,1,1, ,6, ,8000,178,4, ,2,2, ,0, , , , , , ,2, ,0,2, ,460, , , , , , ,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,2,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,-8, , ,5,2,5,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,5,60,62,65,40,"2,9","2,84615384615385",2,5,2,2,3,24,241,178,4,2,8000,"44,5",2011,"28,74","2,2",10000,800, ,46, , , , ,22,"160,055671537926", , , ,"47,5470066998055", ,"47,5470066998055","639,944328462074", ,0, , ,2,2,2,2,2,2,2,1,1,2,2,1,2,2,,61
2334,1,8,8,8,2,24,20000,10000, ,1,4000, ,1,2500, ,1,2,1,15,15,3,5,14,4000,2, ,1,2,1985,   96472,6, ,2,1,1,2,1,1,1,1,2,1,1,1, ,4, ,5500,140,4, ,2,1,4500, , , , , , , ,1,2000, ,1,4000, , , , , , , ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1, , ,6,24,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,32,29,10,38,3,"2,92307692307692","3,5",2,8,5,7,96,964,140,4,2,5500,35,2022,"7,23",8,20000,10000,4000, , , , ,2500, ,4000, , , ,2500, ,2500,6000, ,0, , ,2,2,2,2,2,2,2,2,2,2,2,1,1,2,,28
2373,1,10,9,18000,2,20,34000,7000, ,1,4000, ,1,4000, ,2,2,1, ,10,20, , , ,3, , ,2,1974,   79790,6, ,1,1,1,2,1,1,1,1,1,1,1,1, ,4, ,5300,150,2, ,0,1,3000, , , , , , , ,1,5000, ,1,4000, , , , , , , ,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1, , ,8,5,4,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,8,2,400,79,70,49,"3,2",3,"3,5",8,18000,2,3,79,797,150,2, ,5300,75,2018,"12,05",18,34000,7000,4000, , , , ,4000, ,4000, , , ,4000, ,4000,3000, ,0, , ,1,1,1,1,1,2,2,2,2,2,2,1,2,1,,78
2426,1,3,1,"13,5",2,25, ,4000, ,2, ,",37",2, ,90,1,2,2,5,10,10,1000,15,8000,1, ,1,1,1965,   24790,4, ,1,1,1,1,1,2,1,1,1,1,1,1, ,9, ,3000,150,3, ,0,2, ,150, , , , , , , , , ,2, ,224, , , , , , ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2, , ,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,6,12,80,78,80,58,"1,9","1,84615384615385",3,17,13,2,6,24,247,150,3, ,3000,50,2023,"8,2","13,5", ,4000, , , , , , ,90, , , , ,"194,51048195375", ,"194,51048195375", , ,0, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,77
2440,1,3,1,",6",2,24,2000,60, ,2, ,0,1,4000, ,2,2,3, ,8,12, , , ,2, , ,2,1961,   51645,3, ,1,1,1,2,1,1,1,1,1,1,1,1, ,4, ,3500,220,3, ,1,1,4000, , , , , , , , , , ,1,0, , , , , , , ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,1, , ,6,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,3,3,50,101,100,62,"3,2","3,07692307692308","3,5",7,0,1,3,51,516,220,3,1,3500,"73,3333333333333",2022,"7,23",",6",2000,60, ,0, , , ,4000, ,0, , , ,4000, ,4000,60, ,0, , ,2,2,2,1,2,2,2,2,2,2,1,1,1,2,,100
2584,1,8,4,2000,2,25,15000,4563, ,2, ,500,1,8648, ,1,2,2,8,8,7,2,15,4000,2, ,2,1,1989,   97896,4, ,1,1,1,2,1,1,1,1,1,1,1,1, ,4, ,20000,110,4, ,2,2, ,1000, , , , , , ,2, ,400,1,5727, , , , , , , ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1, , ,11,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,80,50,14,34,"2,7","2,84615384615385","3,5",5,2000,2,3,97,978,110,4,2,20000,"27,5",2023,"8,2",2,15000,4563, ,500, , , ,8648, ,"6097,56097560976", , , ,8648, ,8648,"-1534,56097560976", ,0, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,49
2595,1,10,11,30,1,25,30000,3500, ,2, ,220,2, ,300,1,2,3,10,15,6,"13,5",15,8500,1, ,2,2,1992,     763,7, ,1,1,1,1,1,1,1,1,2,1,1,1, ,4, ,5000,280,5, ,1,1,4200, , , , , , , ,2, ,100,2, ,0, , , , , , ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1, , ,9,25,3,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,",5",0,15,30,50,31,"3,5","3,38461538461538",3,3,30,5,7,76,763,280,5,1,5000,56,2023,"8,2",30,30000,3500, ,220, , , , ,300,"2682,92682926829", , , ,"648,368273179166", ,"648,368273179166","817,073170731707", ,0, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,29
